"report_name","year","scope","value","unit","unit_normalized","page","metric_name","display_type"
"jetblue airways corp_2019_report.pdf",2015,"2lb",25768,"tCO2e","t CO2e","10","Indirect Energy (Scope 2)","Table"
"jetblue airways corp_2019_report.pdf",2015,"2lb",25768,"tCO2e","t CO2e","9","Indirect Energy (Scope 2)/indirect energy (Scope 2)","Table"
"jetblue airways corp_2019_report.pdf",2016,"2lb",27702,"tCO2e","t CO2e","10","Indirect Energy (Scope 2)","Table"
"jetblue airways corp_2019_report.pdf",2016,"2lb",27702,"tCO2e","t CO2e","9","Indirect Energy (Scope 2)/indirect energy (Scope 2)","Table"
"jetblue airways corp_2019_report.pdf",2017,"2lb",26521,"tCO2e","t CO2e","10","Indirect Energy (Scope 2)","Table"
"jetblue airways corp_2019_report.pdf",2017,"2lb",26521,"tCO2e","t CO2e","9","Indirect Energy (Scope 2)/indirect energy (Scope 2)","Table"
"jetblue airways corp_2019_report.pdf",2018,"2lb",26656,"tCO2e","t CO2e","10","Indirect Energy (Scope 2)","Table"
"jetblue airways corp_2019_report.pdf",2018,"2lb",26656,"tCO2e","t CO2e","9","Indirect Energy (Scope 2)/indirect energy (Scope 2)","Table"
"jetblue airways corp_2019_report.pdf",2019,"2lb",25944,"tCO2e","t CO2e","10","Indirect Energy (Scope 2)","Table"
"jetblue airways corp_2019_report.pdf",2019,"2lb",25944,"tonnes CO2e","t CO2e","11","Scope 2 GHG emissions","Table"
"jetblue airways corp_2019_report.pdf",2019,"2lb",25944,"tCO2e","t CO2e","9","Indirect Energy (Scope 2)/indirect energy (Scope 2)","Table"
"jetblue airways corp_2019_report.pdf",2015,"3",1402791,"tCO2e","t CO2e","10","Indirect Other (Scope 3)/indirect other (Scope 3)","Table"
"jetblue airways corp_2019_report.pdf",2015,"3",1402791,"tCO2e","t CO2e","9","Indirect Energy (Scope 3)/indirect other (Scope 3)","Table"
"jetblue airways corp_2019_report.pdf",2016,"3",1522142,"tCO2e","t CO2e","10","Indirect Other (Scope 3)/indirect other (Scope 3)","Table"
"jetblue airways corp_2019_report.pdf",2016,"3",1522142,"tCO2e","t CO2e","9","Indirect Energy (Scope 3)/indirect other (Scope 3)","Table"
"jetblue airways corp_2019_report.pdf",2017,"3",1586368,"tCO2e","t CO2e","10","Indirect Other (Scope 3)/indirect other (Scope 3)","Table"
"jetblue airways corp_2019_report.pdf",2017,"3",1586368,"tCO2e","t CO2e","9","Indirect Energy (Scope 3)/indirect other (Scope 3)","Table"
"jetblue airways corp_2019_report.pdf",2018,"3",1698105,"tCO2e","t CO2e","10","Indirect Other (Scope 3)/indirect other (Scope 3)","Table"
"jetblue airways corp_2019_report.pdf",2018,"3",1698105,"tCO2e","t CO2e","9","Indirect Energy (Scope 3)/indirect other (Scope 3)","Table"
"jetblue airways corp_2019_report.pdf",2019,"3",1772985,"tCO2e","t CO2e","10","Indirect Other (Scope 3)/indirect other (Scope 3)","Table"
"jetblue airways corp_2019_report.pdf",2019,"3",1772985,"tCO2e","t CO2e","9","Indirect Energy (Scope 3)/indirect other (Scope 3)","Table"
"kb home_2019_report.pdf",2008,"1",0,"CO2e in metric tons","CO2e in t","67","Scope 1","Table"
"kb home_2019_report.pdf",2009,"1",0,"CO2e in metric tons","CO2e in t","67","Scope 1","Table"
"kb home_2019_report.pdf",2010,"1",0,"CO2e in metric tons","CO2e in t","67","Scope 1","Table"
"kb home_2019_report.pdf",2011,"1",0,"CO2e in metric tons","CO2e in t","67","Scope 1","Table"
"kb home_2019_report.pdf",2012,"1",0,"CO2e in metric tons","CO2e in t","67","Scope 1","Table"
"kb home_2019_report.pdf",2013,"1",0,"CO2e in metric tons","CO2e in t","67","Scope 1/Scope 1 carbon emissions","Table/Text"
"kb home_2019_report.pdf",2014,"1",0,"CO2e in metric tons","CO2e in t","67","Scope 1/Scope 1 carbon emissions","Table/Text"
"kb home_2019_report.pdf",2015,"1",0,"CO2e in metric tons","CO2e in t","67","Scope 1/Scope 1 carbon emissions","Table/Text"
"kb home_2019_report.pdf",2016,"1",0,"CO2e in metric tons","CO2e in t","67","Scope 1/Scope 1 carbon emissions","Table/Text"
"kb home_2019_report.pdf",2017,"1",0,"CO2e in metric tons","CO2e in t","67","Scope 1/Scope 1 carbon emissions","Table/Text"
"kb home_2019_report.pdf",2018,"1",0,"CO2e in metric tons","CO2e in t","67","Scope 1/Scope 1 carbon emissions","Table/Text"
"kb home_2019_report.pdf",2019,"1",0,"emissions","emissions","63","Scope 1","Text"
"kb home_2019_report.pdf",2019,"1",0,"CO2e in metric tons","CO2e in t","67","Scope 1/Scope 1 carbon emissions","Table/Text"
"kb home_2019_report.pdf",2008,"2lb",42204,"CO2e in metric tons","CO2e in t","67","Estimated Scope 2 (with Scope 1 = 0) greenhouse gas emission for KB Home operations","Table"
"kb home_2019_report.pdf",2009,"2lb",20296,"CO2e in metric tons","CO2e in t","67","Estimated Scope 2 (with Scope 1 = 0) greenhouse gas emission for KB Home operations","Table"
"kb home_2019_report.pdf",2010,"2lb",17015,"CO2e in metric tons","CO2e in t","67","Estimated Scope 2 (with Scope 1 = 0) greenhouse gas emission for KB Home operations","Table"
"kb home_2019_report.pdf",2011,"2lb",14549,"CO2e in metric tons","CO2e in t","67","Estimated Scope 2 (with Scope 1 = 0) greenhouse gas emission for KB Home operations","Table"
"kb home_2019_report.pdf",2012,"2lb",13468,"CO2e in metric tons","CO2e in t","67","Estimated Scope 2 (with Scope 1 = 0) greenhouse gas emission for KB Home operations","Table"
"kb home_2019_report.pdf",2013,"2lb",14092,"CO2e in metric tons","CO2e in t","67","Estimated Scope 2 (with Scope 1 = 0) greenhouse gas emission for KB Home operations","Table"
"kb home_2019_report.pdf",2014,"2lb",16078,"CO2e in metric tons","CO2e in t","67","Estimated Scope 2 (with Scope 1 = 0) greenhouse gas emission for KB Home operations","Table"
"kb home_2019_report.pdf",2015,"2lb",19186,"CO2e in metric tons","CO2e in t","67","Estimated Scope 2 (with Scope 1 = 0) greenhouse gas emission for KB Home operations","Table"
"kb home_2019_report.pdf",2016,"2lb",22961,"CO2e in metric tons","CO2e in t","67","Estimated Scope 2 (with Scope 1 = 0) greenhouse gas emission for KB Home operations","Table"
"kb home_2019_report.pdf",2017,"2lb",25062,"CO2e in metric tons","CO2e in t","67","Estimated Scope 2 (with Scope 1 = 0) greenhouse gas emission for KB Home operations","Table"
"kb home_2019_report.pdf",2018,"2lb",24992,"CO2e in metric tons","CO2e in t","67","Estimated Scope 2 (with Scope 1 = 0) greenhouse gas emission for KB Home operations","Table"
"kb home_2019_report.pdf",2019,"2lb",24025,"CO2e in metric tons","CO2e in t","63","Estimated greenhouse gas emission for KB Home operations","Table"
"kb home_2019_report.pdf",2019,"2lb",24025,"CO2e in metric tons","CO2e in t","67","Estimated Scope 2 (with Scope 1 = 0) greenhouse gas emission for KB Home operations","Table"
"kureha corp_2020_report.pdf",2017,"1",363,"1,000 t CO2","kt CO2","8","Scope 1","Table"
"kureha corp_2020_report.pdf",2018,"1",338,"1,000 t CO2","kt CO2","8","Scope 1","Table"
"kureha corp_2020_report.pdf",2019,"1",356,"1,000 t CO2","kt CO2","8","Scope 1","Table"
"kureha corp_2020_report.pdf",2017,"2lb",34,"1,000 t CO2","kt CO2","8","Scope 2","Table"
"kureha corp_2020_report.pdf",2018,"2lb",42,"1,000 t CO2","kt CO2","8","Scope 2","Table"
"kureha corp_2020_report.pdf",2019,"2lb",31,"1,000 t CO2","kt CO2","8","Scope 2","Table"
"kureha corp_2020_report.pdf",2017,"3",7,"1,000 t CO2","kt CO2","8","Scope 3","Table"
"kureha corp_2020_report.pdf",2018,"3",7,"1,000 t CO2","kt CO2","8","Scope 3","Table"
"kureha corp_2020_report.pdf",2019,"3",6,"1,000 t CO2","kt CO2","8","Scope 3","Table"
"loomis_2018_report.pdf",2017,"1",156124,"tCO2e","t CO2e","66","CHANGE DIRECT CARBON EMISSIONS","Illustration/Table"
"loomis_2018_report.pdf",2018,"1",153657,"tCO2e","t CO2e","66","Carbon emissions, tCO2e","Table"
"loomis_2018_report.pdf",2017,"2lb",25919,"tCO2e","t CO2e","66","Carbon emissions, tCO","Table"
"loomis_2018_report.pdf",2018,"2lb",33934,"tCO2e","t CO2e","66","Carbon emissions, tCO","Table"
"lundin gold inc_2021_report.pdf",2021,"1",25399,"tCO2e","t CO2e","26","Scope 1","Table"
"lundin gold inc_2021_report.pdf",2021,"2lb",24170,"tCO2e","t CO2e","26","Scope 2","Table"
"lundin gold inc_2021_report.pdf",2021,"3",746750,"tCO2e","t CO2e","26","Scope 3","Table"
"lundin gold inc_2022_report.pdf",2021,"1",25354,"tCO2e","t CO2e","13","Scope 1","Table"
"lundin gold inc_2022_report.pdf",2022,"1",24024,"tCO2e","t CO2e","13","Scope 1","Table"
"lundin gold inc_2022_report.pdf",2021,"2lb",5413,"tCO2e","t CO2e","13","Scope 2","Table"
"lundin gold inc_2022_report.pdf",2022,"2lb",5576,"tCO2e","t CO2e","13","Scope 2","Table"
"lundin gold inc_2022_report.pdf",2021,"3",193764,"tCO2e","t CO2e","13","Scope 3","Table"
"lundin gold inc_2022_report.pdf",2022,"3",166742,"tCO2e","t CO2e","13","Scope 3","Table"
"metro ag_2022_report.pdf",2020,"1",270761,"Metric tons (t) CO2e","t CO2e","47","Direct (Scope 1) GHG emissions","Table"
"metro ag_2022_report.pdf",2021,"1",264654.8,"Metric tons (t) CO2e","t CO2e","47","Direct (Scope 1) GHG emissions","Table"
"metro ag_2022_report.pdf",2022,"1",266631.8,"Metric tons (t) CO2e","t CO2e","47","Direct (Scope 1) GHG emissions","Table"
"metro ag_2022_report.pdf",2020,"2lb",17872,"Metric tons (t) CO2e","t CO2e","47","Energy indirect (Scope 2) GHG emissions","Table"
"metro ag_2022_report.pdf",2021,"2lb",14668.3,"Metric tons (t) CO2e","t CO2e","47","Energy indirect (Scope 2) GHG emissions","Table"
"metro ag_2022_report.pdf",2022,"2lb",14785.4,"Metric tons (t) CO2e","t CO2e","47","Energy indirect (Scope 2) GHG emissions","Table"
"metro ag_2022_report.pdf",2020,"3",114503.4,"Metric tons (t) CO2e","t CO2e","47","Other indirect (Scope 3) GHG emissions for the categories: Business Travel, Waste and Upstream Transportation","Table"
"metro ag_2022_report.pdf",2021,"3",116700.4,"Metric tons (t) CO2e","t CO2e","47","Other indirect (Scope 3) GHG emissions for the categories: Business Travel, Waste and Upstream Transportation","Table"
"metro ag_2022_report.pdf",2022,"3",114172.7,"Metric tons (t) CO2e","t CO2e","47","Other indirect (Scope 3) GHG emissions for the categories: Business Travel, Waste and Upstream Transportation","Table"
"morinaga ltd_2020_report.pdf",2020,"1",20794,"t-CO₂e","t CO2e","56","Scope1","Table"
"morinaga ltd_2020_report.pdf",2020,"2lb",52024,"t-CO₂e","t CO2e","56","Scope 2 (Location standard)","Table"
"morinaga ltd_2020_report.pdf",2020,"2mb",49605,"t-CO₂e","t CO2e","56","Scope 2 (Market standard)","Table"
"munters group_2021_report.pdf",2020,"1",7070,"CO2e emissions in tons","CO2e in tons","19","Scope 1 direct emissions","Graphic/Table"
"munters group_2021_report.pdf",2021,"1",7526,"CO2e emissions in tons","CO2e in tons","19","Scope 1 direct emissions","Graphic/Table"
"munters group_2021_report.pdf",2020,"2lb",15126,"CO2e emissions in tons","CO2e in tons","19","indirect emissions - location based/Scope 2 indirect emissions - location based","Graphic/Table"
"munters group_2021_report.pdf",2021,"2lb",14934,"CO2e emissions in tons","CO2e in tons","19","indirect emissions - location based/Scope 2 indirect emissions - location based","Graphic/Table"
"munters group_2021_report.pdf",2020,"2mb",15332,"CO2e emissions in tons","CO2e in tons","19","indirect emissions - market based/Scope 2 indirect emissions - market based","Graphic/Table"
"munters group_2021_report.pdf",2021,"2mb",13376,"CO2e emissions in tons","CO2e in tons","19","indirect emissions - market based/Scope 2 indirect emissions - market based","Graphic/Table"
"munters group_2021_report.pdf",2020,"3",1886,"CO2e emissions in tons","CO2e in tons","19","Scope 3 other indirect emissions","Graphic/Table"
"munters group_2021_report.pdf",2021,"3",1983,"CO2e emissions in tons","CO2e in tons","19","Scope 3 other indirect emissions","Graphic/Table"
"nippn corp_2022_report.pdf",2021,"1",46,"1,000 t-CO2","kt CO2","24","Scope 1","Table"
"nippn corp_2022_report.pdf",2022,"1",47,"1,000 t-CO2","kt CO2","24","Scope 1","Table"
"nippn corp_2022_report.pdf",2021,"2lb",114,"1,000 t-CO2","kt CO2","24","Scope 2","Table"
"nippn corp_2022_report.pdf",2022,"2lb",115,"1,000 t-CO2","kt CO2","24","Scope 2","Table"
"nok corporation_2021_report.pdf",2020,"1",38,"1,000 tons-CO2","ktons CO2","30","Gas emission: Scope 1 (Fuel)/Scope 1 (Fuel)","Table"
"nok corporation_2021_report.pdf",2020,"2lb",602,"1,000 tons-CO2","ktons CO2","30","Gas emission: Scope 2 (Electricity/heat)/Scope 2 (Electricity/heat)","Table"
"nok corporation_2021_report.pdf",2020,"3",268547,"1,000 tons-CO2","ktons CO2","30","Gas emission: Scope 3 (Indirect Emissions)/Scope 3 (Indirect Emission","Table"
"viacomcbs_2020_report.pdf",2014,"1",8297,"metric tons CO2e","t CO2e","47","Scope 1","Table"
"viacomcbs_2020_report.pdf",2015,"1",9045,"metric tons CO2e","t CO2e","47","Scope 1","Table"
"viacomcbs_2020_report.pdf",2016,"1",24672,"metric tons CO2e","t CO2e","47","Scope 1","Table"
"viacomcbs_2020_report.pdf",2017,"1",26834,"metric tons CO2e","t CO2e","47","Scope 1","Table"
"viacomcbs_2020_report.pdf",2018,"1",31737,"metric tons CO2e","t CO2e","47","Scope 1","Table"
"viacomcbs_2020_report.pdf",2019,"1",38240,"metric tons CO2e","t CO2e","47","Scope 1","Table"
"viacomcbs_2020_report.pdf",2020,"1",32097,"metric tons CO2e","t CO2e","47","Scope 1","Table"
"viacomcbs_2020_report.pdf",2014,"2lb",39252,"metric tons CO2e","t CO2e","47","Scope 2 (location-based)/Scope 2 location based","Table"
"viacomcbs_2020_report.pdf",2015,"2lb",50828,"metric tons CO2e","t CO2e","47","Scope 2 (location-based)/Scope 2 location based","Table"
"viacomcbs_2020_report.pdf",2016,"2lb",216737,"metric tons CO2e","t CO2e","47","Scope 2 (location-based)/Scope 2 location based","Table"
"viacomcbs_2020_report.pdf",2017,"2lb",219851,"metric tons CO2e","t CO2e","47","Scope 2 (location-based)/Scope 2 location based","Table"
"viacomcbs_2020_report.pdf",2018,"2lb",229073,"metric tons CO2e","t CO2e","47","Scope 2 (location-based)/Scope 2 location based","Table"
"viacomcbs_2020_report.pdf",2019,"2lb",144268,"metric tons CO2e","t CO2e","47","Scope 2 (location-based)/Scope 2 location based","Table"
"viacomcbs_2020_report.pdf",2020,"2lb",139608,"metric tons CO2e","t CO2e","47","Scope 2 (location-based)/Scope 2 location based","Table"
"viacomcbs_2020_report.pdf",2014,"2mb",37114,"metric tons CO2e","t CO2e","47","Scope 2 (market-based)/Scope 2 market based","Table"
"viacomcbs_2020_report.pdf",2015,"2mb",50828,"metric tons CO2e","t CO2e","47","Scope 2 (market-based)/Scope 2 market based","Table"
"viacomcbs_2020_report.pdf",2016,"2mb",213701,"metric tons CO2e","t CO2e","47","Scope 2 (market-based)/Scope 2 market based","Table"
"viacomcbs_2020_report.pdf",2017,"2mb",219375,"metric tons CO2e","t CO2e","47","Scope 2 (market-based)/Scope 2 market based","Table"
"viacomcbs_2020_report.pdf",2018,"2mb",219385,"metric tons CO2e","t CO2e","47","Scope 2 (market-based)/Scope 2 market based","Table"
"viacomcbs_2020_report.pdf",2019,"2mb",123106,"metric tons CO2e","t CO2e","47","Scope 2 (market-based)/Scope 2 market based","Table"
"viacomcbs_2020_report.pdf",2020,"2mb",134333,"metric tons CO2e","t CO2e","47","Scope 2 (market-based)/Scope 2 market based","Table"
"viacomcbs_2020_report.pdf",2014,"3",28499,"metric tons CO2e","t CO2e","47","Scope 3","Table"
"viacomcbs_2020_report.pdf",2015,"3",33242,"metric tons CO2e","t CO2e","47","Scope 3","Table"
"viacomcbs_2020_report.pdf",2016,"3",47190,"metric tons CO2e","t CO2e","47","Scope 3","Table"
"viacomcbs_2020_report.pdf",2017,"3",39356,"metric tons CO2e","t CO2e","47","Scope 3","Table"
"viacomcbs_2020_report.pdf",2018,"3",37891,"metric tons CO2e","t CO2e","47","Scope 3","Table"
"viacomcbs_2020_report.pdf",2019,"3",819682,"metric tons CO2e","t CO2e","47","Scope 3","Table"
"viacomcbs_2020_report.pdf",2020,"3",6897654,"metric tons CO2e","t CO2e","47","Scope 3","Table"
"perenti ltd_2022_report.pdf",2020,"1",6456,"tonnes CO2-e","t CO2e","33","Greenhouse gas emissions – Scope 1","Table"
"perenti ltd_2022_report.pdf",2021,"1",3462,"tonnes CO2-e","t CO2e","33","Greenhouse gas emissions – Scope 1","Table"
"perenti ltd_2022_report.pdf",2022,"1",2323,"tonnes CO2-e","t CO2e","33","Greenhouse gas emissions – Scope 1","Table"
"perenti ltd_2022_report.pdf",2020,"2lb",5546,"tonnes CO2-e","t CO2e","33","Greenhouse gas emissions – Scope 2","Table"
"perenti ltd_2022_report.pdf",2021,"2lb",5193,"tonnes CO2-e","t CO2e","33","Greenhouse gas emissions – Scope 2","Table"
"perenti ltd_2022_report.pdf",2022,"2lb",4361,"tonnes CO2-e","t CO2e","33","Greenhouse gas emissions – Scope 2","Table"
"polaris_2021_report.pdf",2019,"3",14067,"tCO2e","t CO2e","73","Scope 3","Table"
"polaris_2021_report.pdf",2020,"3",26959,"tCO2e","t CO2e","73","Scope 3","Table"
"polaris_2021_report.pdf",2021,"3",78645,"tCO2e","t CO2e","73","Scope 3","Table"
"nordea_2017_report.pdf",2016,"1",48,"CO2e emissions (tonnes)","CO2e emissions (tonnes)","37","Scope 1/-diesel generators (Scope 1)","Table"
"nordea_2017_report.pdf",2017,"1",51,"CO2e emissions (tonnes)","CO2e emissions (tonnes)","37","Scope 1/-diesel generators (Scope 1)","Table"
"nordea_2017_report.pdf",2016,"2lb",3409,"CO2e emissions (tonnes)","CO2e emissions (tonnes)","37","Scope 2/-electricity, heating, district cooling (Scope 2)","Table"
"nordea_2017_report.pdf",2017,"2lb",3187,"CO2e emissions (tonnes)","CO2e emissions (tonnes)","37","Scope 2/-electricity, heating, district cooling (Scope 2)","Table"
"rexford industrial realty reit_2022_report.pdf",2022,"1",362,"MT CO2e","MT CO2e","11","Scope 1 emissions/SCOPE 1 EMISSIONS","Text"
"rexford industrial realty reit_2022_report.pdf",2022,"2lb",3624,"MT C02e","MT CO2e","11","Scope 2 emissions/SCOPE 2 EMISSIONS","Text"
"rexford industrial realty reit_2022_report.pdf",2022,"3",115556,"MT CO2e","MT CO2e","11","Scope 3 emissions/SCOPE 3 EMISSIONS","Text"
"salzgitter ag_2018_report.pdf",2017,"1",8470,"kt CO2","kt CO2","19","Direct GHG emissions from operating plants (Scope 1)","Table"
"salzgitter ag_2018_report.pdf",2018,"1",8710,"kt CO2","kt CO2","19","Direct GHG emissions from operating plants (Scope 1)","Table"
"salzgitter ag_2018_report.pdf",2017,"2lb",693,"kt CO2","kt CO2","19","Indirect GHG emissions (Scope 2)","Table"
"salzgitter ag_2018_report.pdf",2018,"2lb",600,"kt CO2","kt CO2","19","Indirect GHG emissions (Scope 2)","Table"
"salzgitter ag_2018_report.pdf",2017,"3",1362,"kt CO2","kt CO2","19","Other indirect GHG emissions from feedstock purchase (Scope 3)/Other indirect GHG emissions from feedstock purchase1) (Scope 3)","Table"
"salzgitter ag_2018_report.pdf",2018,"3",1508,"kt CO2","kt CO2","19","Other indirect GHG emissions from feedstock purchase (Scope 3)/Other indirect GHG emissions from feedstock purchase1) (Scope 3)","Table"
"sato oyj_2022_report.pdf",2015,"1",135,"t CO2-e","t CO2e","34","GRI 305-1 Direct greenhouse gas emissions, t CO2-e (Scope 1)/GRI 305-1 Direct greenhouse gas emissions (Scope 1)","Table"
"sato oyj_2022_report.pdf",2016,"1",170,"t CO2-e","t CO2e","34","GRI 305-1 Direct greenhouse gas emissions, t CO2-e (Scope 1)/GRI 305-1 Direct greenhouse gas emissions (Scope 1)","Table"
"sato oyj_2022_report.pdf",2017,"1",214,"t CO2-e","t CO2e","34","GRI 305-1 Direct greenhouse gas emissions, t CO2-e (Scope 1)/GRI 305-1 Direct greenhouse gas emissions (Scope 1)","Table"
"sato oyj_2022_report.pdf",2018,"1",179,"t CO2-e","t CO2e","34","GRI 305-1 Direct greenhouse gas emissions, t CO2-e (Scope 1)/GRI 305-1 Direct greenhouse gas emissions (Scope 1)","Table"
"sato oyj_2022_report.pdf",2019,"1",177,"t CO2-e","t CO2e","34","GRI 305-1 Direct greenhouse gas emissions, t CO2-e (Scope 1)/GRI 305-1 Direct greenhouse gas emissions (Scope 1)","Table"
"sato oyj_2022_report.pdf",2020,"1",147,"t CO2-e","t CO2e","34","GRI 305-1 Direct greenhouse gas emissions, t CO2-e (Scope 1)/GRI 305-1 Direct greenhouse gas emissions (Scope 1)","Table"
"sato oyj_2022_report.pdf",2021,"1",105,"t CO2-e","t CO2e","34","GRI 305-1 Direct greenhouse gas emissions, t CO2-e (Scope 1)/GRI 305-1 Direct greenhouse gas emissions (Scope 1)","Table"
"sato oyj_2022_report.pdf",2022,"1",20,"t CO2-e","t CO2e","34","GRI 305-1 Direct greenhouse gas emissions, t CO2-e (Scope 1)/GRI 305-1 Direct greenhouse gas emissions (Scope 1)","Table"
"sato oyj_2022_report.pdf",2015,"2lb",41962,"t CO2-e","t CO2e","34","Indirect greenhouse gas emissions, t CO2-e (location-based)/Indirect greenhouse gas emissions (location-based)","Table"
"sato oyj_2022_report.pdf",2016,"2lb",52583,"t CO2-e","t CO2e","34","Indirect greenhouse gas emissions, t CO2-e (location-based)/Indirect greenhouse gas emissions (location-based)","Table"
"sato oyj_2022_report.pdf",2017,"2lb",43163,"t CO2-e","t CO2e","34","Indirect greenhouse gas emissions, t CO2-e (location-based)/Indirect greenhouse gas emissions (location-based)","Table"
"sato oyj_2022_report.pdf",2018,"2lb",40152,"t CO2-e","t CO2e","34","Indirect greenhouse gas emissions, t CO2-e (location-based)/Indirect greenhouse gas emissions (location-based)","Table"
"sato oyj_2022_report.pdf",2019,"2lb",37468,"t CO2-e","t CO2e","34","Indirect greenhouse gas emissions, t CO2-e (location-based)/Indirect greenhouse gas emissions (location-based)","Table"
"sato oyj_2022_report.pdf",2020,"2lb",34456,"t CO2-e","t CO2e","34","Indirect greenhouse gas emissions, t CO2-e (location-based)/Indirect greenhouse gas emissions (location-based)","Table"
"sato oyj_2022_report.pdf",2021,"2lb",45754,"t CO2-e","t CO2e","34","Indirect greenhouse gas emissions, t CO2-e (location-based)/Indirect greenhouse gas emissions (location-based)","Table"
"sato oyj_2022_report.pdf",2022,"2lb",40393,"t CO2-e","t CO2e","34","Indirect greenhouse gas emissions, t CO2-e (location-based)/Indirect greenhouse gas emissions (location-based)","Table"
"sato oyj_2022_report.pdf",2015,"2mb",37674,"t CO2-e","t CO2e","34","Indirect greenhouse gas emissions, t CO2-e (market-based)/Indirect greenhouse gas emissions (market-based)","Table"
"sato oyj_2022_report.pdf",2016,"2mb",48560,"t CO2-e","t CO2e","34","Indirect greenhouse gas emissions, t CO2-e (market-based)/Indirect greenhouse gas emissions (market-based)","Table"
"sato oyj_2022_report.pdf",2017,"2mb",39430,"t CO2-e","t CO2e","34","Indirect greenhouse gas emissions, t CO2-e (market-based)/Indirect greenhouse gas emissions (market-based)","Table"
"sato oyj_2022_report.pdf",2018,"2mb",36728,"t CO2-e","t CO2e","34","Indirect greenhouse gas emissions, t CO2-e (market-based)/Indirect greenhouse gas emissions (market-based)","Table"
"sato oyj_2022_report.pdf",2019,"2mb",34292,"t CO2-e","t CO2e","34","Indirect greenhouse gas emissions, t CO2-e (market-based)/Indirect greenhouse gas emissions (market-based)","Table"
"sato oyj_2022_report.pdf",2020,"2mb",30915,"t CO2-e","t CO2e","34","Indirect greenhouse gas emissions, t CO2-e (market-based)/Indirect greenhouse gas emissions (market-based)","Table"
"sato oyj_2022_report.pdf",2021,"2mb",43349,"t CO2-e","t CO2e","34","Indirect greenhouse gas emissions, t CO2-e (market-based)/Indirect greenhouse gas emissions (market-based)","Table"
"sato oyj_2022_report.pdf",2022,"2mb",37920,"t CO2-e","t CO2e","34","Indirect greenhouse gas emissions, t CO2-e (market-based)/Indirect greenhouse gas emissions (market-based)","Table"
"sato oyj_2022_report.pdf",2015,"3",1834,"t CO2-e","t CO2e","34","GRI-305-3 Other indirect greenhouse gas emissions, t CO2-e (Scope 3)/GRI-305-3 Other indirect greenhouse gas emissions (Scope 3)","Table"
"sato oyj_2022_report.pdf",2016,"3",948,"t CO2-e","t CO2e","34","GRI-305-3 Other indirect greenhouse gas emissions, t CO2-e (Scope 3)/GRI-305-3 Other indirect greenhouse gas emissions (Scope 3)","Table"
"sato oyj_2022_report.pdf",2017,"3",240,"t CO2-e","t CO2e","34","GRI-305-3 Other indirect greenhouse gas emissions, t CO2-e (Scope 3)/GRI-305-3 Other indirect greenhouse gas emissions (Scope 3)","Table"
"sato oyj_2022_report.pdf",2018,"3",49,"t CO2-e","t CO2e","34","GRI-305-3 Other indirect greenhouse gas emissions, t CO2-e (Scope 3)/GRI-305-3 Other indirect greenhouse gas emissions (Scope 3)","Table"
"sato oyj_2022_report.pdf",2019,"3",46,"t CO2-e","t CO2e","34","GRI-305-3 Other indirect greenhouse gas emissions, t CO2-e (Scope 3)/GRI-305-3 Other indirect greenhouse gas emissions (Scope 3)","Table"
"sato oyj_2022_report.pdf",2020,"3",37,"t CO2-e","t CO2e","34","GRI-305-3 Other indirect greenhouse gas emissions, t CO2-e (Scope 3)/GRI-305-3 Other indirect greenhouse gas emissions (Scope 3)","Table"
"sato oyj_2022_report.pdf",2021,"3",49,"t CO2-e","t CO2e","34","GRI-305-3 Other indirect greenhouse gas emissions, t CO2-e (Scope 3)/GRI-305-3 Other indirect greenhouse gas emissions (Scope 3)","Table"
"sato oyj_2022_report.pdf",2022,"3",49,"t CO2-e","t CO2e","34","GRI-305-3 Other indirect greenhouse gas emissions, t CO2-e (Scope 3)/GRI-305-3 Other indirect greenhouse gas emissions (Scope 3)","Table"
"smith (ds) plc_2021_report.pdf",2015,"1",1540,"Kt CO2e","kt CO2e","54","Direct (Scope 1) CO2e emissions/Direct (Scope1) Co2e emissions","Table"
"smith (ds) plc_2021_report.pdf",2017,"1",1660,"Kt CO2e","kt CO2e","54","Direct (Scope1) Co2e emissions","Table"
"smith (ds) plc_2021_report.pdf",2018,"1",1750,"Kt CO2e","kt CO2e","54","Direct (Scope1) Co2e emissions","Table"
"smith (ds) plc_2021_report.pdf",2019,"1",1833,"Kt CO2e","kt CO2e","54","Direct (Scope 1) CO2e emissions/Direct (Scope1) Co2e emissions","Table"
"smith (ds) plc_2021_report.pdf",2020,"1",2267,"Kt CO2e","kt CO2e","54","Direct (Scope 1) CO2e emissions/Direct (Scope1) Co2e emissions","Table"
"smith (ds) plc_2021_report.pdf",2015,"2mb",347,"Kt CO2e","kt CO2e","54","Indirect /indirect (Scope2) co2e emissions (market based)","Table"
"smith (ds) plc_2021_report.pdf",2017,"2mb",352,"Kt CO2e","kt CO2e","54","indirect (Scope2) co2e emissions (market based)","Table"
"smith (ds) plc_2021_report.pdf",2018,"2mb",527,"Kt CO2e","kt CO2e","54","indirect (Scope2) co2e emissions (market based)","Table"
"smith (ds) plc_2021_report.pdf",2019,"2mb",510,"Kt CO2e","kt CO2e","54","Indirect /indirect (Scope2) co2e emissions (market based)","Table"
"smith (ds) plc_2021_report.pdf",2020,"2mb",764,"Kt CO2e","kt CO2e","54","Indirect /indirect (Scope2) co2e emissions (market based)","Table"
