report_name,status,scopes_present,years_present,year,scope,page,value,unit,unit_normalized,label,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,unit_0,unit_1,unit_2,unit_3,unit_4,unit_5,unit_6,unit_7,unit_8,unit_9,unit_10,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2021,1,50,6602.0,tonnes,t,Scope 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2022,1,50,6533.0,tonnes,t,Scope 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2013,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2014,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2015,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2016,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2017,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2018,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2019,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2020,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2021,2lb,50,27038.0,tonnes,t,Scope 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2022,2lb,50,25610.0,tonnes,t,Scope 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2013,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2014,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2015,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2016,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2017,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2018,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2019,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2020,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2021,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2022,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2013,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2014,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2016,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2017,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2019,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2020,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2022,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2016,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2017,1,95,177.0,kilotonnes of CO2-equivalent,kt CO2e,Direct co2 emissions/Direct CO2e emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2018,1,95,170.0,kilotonnes of CO2-equivalent,kt CO2e,Direct co2 emissions/Direct CO2e emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2019,1,95,161.0,kilotonnes of CO2-equivalent,kt CO2e,Direct co2 emissions/Direct CO2e emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2020,1,95,144.0,kilotonnes of CO2-equivalent,kt CO2e,Direct co2 emissions/Direct CO2e emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2013,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2014,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2015,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2016,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2017,2lb,95,363.0,kilotonnes of CO2-equivalent,kt CO2e,indirect co2 emissions/Indirect CO2e emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2018,2lb,95,403.0,kilotonnes of CO2-equivalent,kt CO2e,indirect co2 emissions/Indirect CO2e emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2019,2lb,95,402.0,kilotonnes of CO2-equivalent,kt CO2e,indirect co2 emissions/Indirect CO2e emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2020,2lb,95,367.0,kilotonnes of CO2-equivalent,kt CO2e,indirect co2 emissions/Indirect CO2e emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2021,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2022,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2013,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2014,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2015,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2016,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2017,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2018,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2019,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2020,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2021,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2022,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2013,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2014,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2016,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2017,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2019,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2020,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2022,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2014,1,48,188000.0,metric tons CO₂ eqv,t CO2e,Scope 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2015,1,48,191000.0,metric tons CO₂ eqv,t CO2e,Scope 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2016,1,48,198000.0,metric tons CO₂ eqv,t CO2e,Scope 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2017,1,48,207000.0,metric tons CO₂ eqv,t CO2e,Scope 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2018,1,48,207000.0,metric tons CO₂ eqv,t CO2e,Scope 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2019,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2013,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2014,2lb,48,479000.0,metric tons CO₂ eqv,t CO2e,Scope 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2015,2lb,48,487000.0,metric tons CO₂ eqv,t CO2e,Scope 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2016,2lb,48,526000.0,metric tons CO₂ eqv,t CO2e,Scope 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2017,2lb,48,549000.0,metric tons CO₂ eqv,t CO2e,Scope 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2018,2lb,48,559000.0,metric tons CO₂ eqv,t CO2e,Scope 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2019,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2020,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2021,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2022,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2013,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2014,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2015,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2016,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2017,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2018,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2019,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2020,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2021,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2022,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2013,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2014,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2016,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2017,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2019,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2020,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2018_report,partial,"['1', '2lb']","['2014', '2015', '2016', '2017', '2018']",2022,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2015,1,44,191000.0,metric tons CO₂ eqv,t CO2e,TOTAL GREENHOUSE GAS EMISSIONS - Scope 1/TOTAL GREENHOUSE GAS EMISSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2016,1,44,198000.0,metric tons CO₂ eqv,t CO2e,TOTAL GREENHOUSE GAS EMISSIONS - Scope 1/TOTAL GREENHOUSE GAS EMISSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2017,1,44,207000.0,metric tons CO₂ eqv,t CO2e,TOTAL GREENHOUSE GAS EMISSIONS - Scope 1/TOTAL GREENHOUSE GAS EMISSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2018,1,44,207000.0,metric tons CO₂ eqv,t CO2e,TOTAL GREENHOUSE GAS EMISSIONS - Scope 1/TOTAL GREENHOUSE GAS EMISSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2019,1,44,219000.0,metric tons CO₂ eqv,t CO2e,TOTAL GREENHOUSE GAS EMISSIONS - Scope 1/TOTAL GREENHOUSE GAS EMISSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2013,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2014,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2015,2lb,44,484000.0,metric tons CO₂ eqv,t CO2e,TOTAL GREENHOUSE GAS EMISSIONS - Scope 2/TOTAL GREENHOUSE GAS EMISSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2016,2lb,44,512000.0,metric tons CO₂ eqv,t CO2e,TOTAL GREENHOUSE GAS EMISSIONS - Scope 2/TOTAL GREENHOUSE GAS EMISSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2017,2lb,44,534000.0,metric tons CO₂ eqv,t CO2e,TOTAL GREENHOUSE GAS EMISSIONS - Scope 2/TOTAL GREENHOUSE GAS EMISSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2018,2lb,44,544000.0,metric tons CO₂ eqv,t CO2e,TOTAL GREENHOUSE GAS EMISSIONS - Scope 2/TOTAL GREENHOUSE GAS EMISSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2019,2lb,44,546000.0,metric tons CO₂ eqv,t CO2e,TOTAL GREENHOUSE GAS EMISSIONS - Scope 2/TOTAL GREENHOUSE GAS EMISSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2020,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2021,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2022,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2013,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2014,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2015,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2016,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2017,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2018,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2019,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2020,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huhtamaki_2019_report,partial,"['1', '2lb']","['2015', '2016', '2017', '2018', '2019']",2021,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
