report_name,status,scopes_present,years_present,year,scope,page,value,unit,unit_normalized,label,value_t1,value_t2,value_m1,value_m2,value_i1,value_i2,unit_t1,unit_t2,unit_m1,unit_m2,unit_i1,unit_i2,label_t1,label_t2,label_m1,label_m2,label_i1,label_i2
h. lundbeck_2021_report,partial,"['1', '2lb', '2mb']","['2019', '2020', '2021']",2022,3,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2013,1,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2014,1,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2015,1,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2016,1,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2017,1,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2018,1,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2019,1,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2020,1,173,3309.0,tCO2e,t CO2e,Scope 1: Direct emissions from owned/controlled operations,[3309.0],[3309.0],[3309.0],[3309.0],[3309.0],[3309.0],['tCO2e'],['tCO2e'],['tCO2e'],['tCO2e'],['tCO2e'],['tCO2e'],['Totals'],['Total'],['Total GHG emissions metric tonnes'],['Total Scope 1 emissions'],['Total Scope 1 emissions'],['Total GHG emissions metric tonnes (mt)']
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2021,1,173,4293.0,tCO2e,t CO2e,Scope 1: Direct emissions from owned/controlled operations,[4293.0],[4293.0],[4293.0],[4293.0],[4293.0],[4293.0],['tCO2e'],['tCO2e'],['tCO2e'],['tCO2e'],['tCO2e'],['tCO2e'],['Totals'],['Total'],['Total GHG emissions metric tonnes'],['Total Scope 1 emissions'],['Total Scope 1 emissions'],['Total GHG emissions metric tonnes (mt)']
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2022,1,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2013,2lb,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2014,2lb,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2015,2lb,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2016,2lb,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2017,2lb,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2018,2lb,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2019,2lb,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2020,2lb,173,13711.0,tCO2e,t CO2e,"Scope 2: Indirect emissions from the use of purchased electricity, steam, heating and cooling",[13711.0],[13711.0],,,[13711.0],[13711.0],['tCO2e'],['tCO2e'],,,['tCO2e'],['tCO2e'],['Totals'],['Total'],,,['Total Scope 2 emissions (Location Based)'],['Total GHG emissions metric tonnes (mt)']
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2021,2lb,173,13210.0,tCO2e,t CO2e,"Scope 2: Indirect emissions from the use of purchased electricity, steam, heating and cooling",[13210.0],[13210.0],,,[13210.0],[13210.0],['tCO2e'],['tCO2e'],,,['tCO2e'],['tCO2e'],['Totals'],['Total'],,,['Total Scope 2 emissions (Location Based)'],['Total GHG emissions metric tonnes (mt)']
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2022,2lb,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2013,2mb,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2014,2mb,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2015,2mb,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2016,2mb,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2017,2mb,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2018,2mb,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2019,2mb,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2020,2mb,173,3331.0,tCO2e,t CO2e,"Scope 2: Indirect emissions from the use of purchased electricity, steam, heating and cooling",[2400.0],[3331.0],[3331.0],[3331.0],[3331.0],[3331.0],['tCO2e'],['tCO2e'],['tCO2e'],['tCO2e'],['tCO2e'],['tCO2e'],['a. Electricity'],['Total'],['Total GHG emissions metric tonnes'],['Total Scope 2 emissions'],['Total Scope 2 emissions (Market Based)'],['Total GHG emissions metric tonnes (mt)']
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2021,2mb,173,3850.0,tCO2e,t CO2e,"Scope 2: Indirect emissions from the use of purchased electricity, steam, heating and cooling",[2221.0],[3850.0],[3850.0],[3850.0],[3850.0],[3850.0],['tCO2e'],['tCO2e'],['tCO2e'],['tCO2e'],['tCO2e'],['tCO2e'],['a. Electricity'],['Total'],['Total GHG emissions metric tonnes'],['Total Scope 2 emissions'],['Total Scope 2 emissions (Market Based)'],['Total GHG emissions metric tonnes (mt)']
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2022,2mb,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2013,3,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2014,3,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2015,3,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2016,3,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2017,3,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2018,3,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2019,3,,,,,,,,,,,,,,,,,,,,,,,
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2020,3,173,825.0,tCO2e,t CO2e,Scope 3: Other indirect emissions,[825.0],[825.0],[13711.0],[13711.0],[825.0],[825.0],['tCO2e'],['tCO2e'],['tCO2e'],['tCO2e'],['tCO2e'],['tCO2e'],['Totals'],['Total'],['Total GHG emissions metric tonnes'],['Total Scope 3 emissions'],['Total Scope 3 emissions'],['Total GHG emissions metric tonnes (mt)']
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2021,3,173,692.0,tCO2e,t CO2e,Scope 3: Other indirect emissions,[692.0],[692.0],[13210.0],[13210.0],[692.0],[692.0],['tCO2e'],['tCO2e'],['tCO2e'],['tCO2e'],['tCO2e'],['tCO2e'],['Totals'],['Total'],['Total GHG emissions metric tonnes'],['Total Scope 3 emissions'],['Total Scope 3 emissions'],['Total GHG emissions metric tonnes (mt)']
hammerson reit_2021_report,complete,"['1', '2lb', '2mb', '3']","['2020', '2021']",2022,3,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2013,1,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2014,1,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2015,1,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2016,1,,,,,,[2285.31],[2285.31],[2285.31],[2285.31],[2285.31],[2285.31],['Tonnes CO₂e'],['Tonnes CO₂e'],['Tonnes CO₂e'],['Tonnes CO₂e'],['Tonnes CO₂e'],['Tonnes CO₂e'],['Building operation'],['Building operation'],['Building operation'],['Building operation'],['Total'],['Direct emissions (Scope 1) - Total']
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2017,1,,,,,,"[4967.91, 61.81]","[4967.91, 61.81]",[4967.91],"[4967.91, 61.81]",[4967.91],[4967.91],"['Tonnes CO₂e', 'Tonnes CO₂e']","['Tonnes CO₂e', 'Tonnes CO₂e']",['Tonnes CO₂e'],"['Tonnes CO₂e', 'Tonnes CO₂e']",['Tonnes CO₂e'],['Tonnes CO₂e'],"['Building operation', 'Company vehicles and vessels (HK)']","['Building operation', 'Company vehicles and vessels']",['Building operation'],"['Building operation', 'Company vehicles and vessels']",['Total'],['Direct emissions (Scope 1) - Total']
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2018,1,,,,,,"[3062.65, 41.45]",[3062.65],"[3062.65, 41.45]","[3062.65, 41.45]",[3062.65],[3062.65],"['Tonnes CO₂e', 'Tonnes CO₂e']",['Tonnes CO₂e'],"['Tonnes CO₂e', 'Tonnes CO₂e']","['Tonnes CO₂e', 'Tonnes CO₂e']",['Tonnes CO₂e'],['Tonnes CO₂e'],"['Building operation', 'Company vehicles and vessels (HK)']",['Building operation'],"['Building operation', 'Company vehicles and vessels']","['Building operation', 'Company vehicles and vessels']",['Total'],['Direct emissions (Scope 1) - Total']
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2019,1,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2020,1,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2021,1,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2022,1,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2013,2lb,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2014,2lb,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2015,2lb,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2016,2lb,53,209034.43,Tonnes CO2e,t CO2e,Energy indirect emissions (Scope 2),[209034.43],[209034.43],,,,,['Tonnes CO₂e'],['Tonnes CO₂e'],,,,,['Building operation'],['Building operation'],,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2017,2lb,53,231363.82,Tonnes CO2e,t CO2e,Energy indirect emissions (Scope 2),[231363.82],[231363.82],,,,,['Tonnes CO₂e'],['Tonnes CO₂e'],,,,,['Building operation'],['Building operation'],,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2018,2lb,53,271239.53,Tonnes CO2e,t CO2e,Energy indirect emissions (Scope 2),[271239.53],[271239.53],,,,,['Tonnes CO₂e'],['Tonnes CO₂e'],,,,,['Building operation'],['Building operation'],,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2019,2lb,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2020,2lb,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2021,2lb,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2022,2lb,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2013,2mb,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2014,2mb,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2015,2mb,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2016,2mb,,,,,,,,[209034.43],[209034.43],[209034.43],[209034.43],,,['Tonnes CO₂e'],['Tonnes CO₂e'],['Tonnes CO₂e'],['Tonnes CO₂e'],,,['Energy indirect emissions'],['Building operation'],['Total'],['Energy indirect emissions (Scope 2) - Total']
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2017,2mb,,,,,,,,[231363.82],[231363.82],[231363.82],[231363.82],,,['Tonnes CO₂e'],['Tonnes CO₂e'],['Tonnes CO₂e'],['Tonnes CO₂e'],,,['Energy indirect emissions'],['Building operation'],['Total'],['Energy indirect emissions (Scope 2) - Total']
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2018,2mb,,,,,,,,[271239.53],[271239.53],[271239.53],[271239.53],,,['Tonnes CO₂e'],['Tonnes CO₂e'],['Tonnes CO₂e'],['Tonnes CO₂e'],,,['Energy indirect emissions'],['Building operation'],['Total'],['Energy indirect emissions (Scope 2) - Total']
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2019,2mb,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2020,2mb,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2021,2mb,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2022,2mb,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2013,3,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2014,3,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2015,3,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2016,3,53,449.99,Tonnes CO2e,t CO2e,other indirect emissions/Other indirect emissions (Scope 3),[449.99],[449.99],[449.99],[449.99],[449.99],[449.99],['Tonnes CO₂e'],['Tonnes CO₂e'],['Tonnes CO₂e'],['Tonnes CO₂e'],['Tonnes CO₂e'],['Tonnes CO₂e'],['Business air travel'],['Business air travel'],['Other indirect emissions'],['Business air travel'],['Total'],['Other indirect emissions (Scope 3) - Business air travel - Total']
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2017,3,53,739.83,Tonnes CO2e,t CO2e,other indirect emissions/Other indirect emissions (Scope 3),[739.83],[739.83],[739.83],[739.83],[739.83],[739.83],['Tonnes CO₂e'],['Tonnes CO₂e'],['Tonnes CO₂e'],['Tonnes CO₂e'],['Tonnes CO₂e'],['Tonnes CO₂e'],['Business air travel'],['Business air travel'],['Other indirect emissions'],['Business air travel'],['Total'],['Other indirect emissions (Scope 3) - Business air travel - Total']
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2018,3,53,838.22,Tonnes CO2e,t CO2e,other indirect emissions/Other indirect emissions (Scope 3),[838.22],[838.22],[838.22],[838.22],[838.22],[838.22],['Tonnes CO₂e'],['Tonnes CO₂e'],['Tonnes CO₂e'],['Tonnes CO₂e'],['Tonnes CO₂e'],['Tonnes CO₂e'],['Business air travel'],['Business air travel'],['Other indirect emissions'],['Business air travel'],['Total'],['Other indirect emissions (Scope 3) - Business air travel - Total']
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2019,3,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2020,3,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2021,3,,,,,,,,,,,,,,,,,,,,,,,
hang lung properties_2018_report,partial,"['2lb', '3']","['2016', '2017', '2018']",2022,3,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2013,1,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2014,1,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2015,1,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2016,1,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2017,1,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2018,1,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2019,1,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2020,1,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2021,1,50,6602.0,tonnes,t,Scope 1,[6602.0],[6602.0],[6602.0],[6602.0],[6602.0],,['tonnes'],['tonnes'],['tonnes'],['tonnes'],['tonnes'],,['Scope 1'],['Scope 1'],['Scope 1 emissions'],['Carbon Emissions (Scope 1)'],['Scope 1'],
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2022,1,50,6533.0,tonnes,t,Scope 1,[6533.0],[6533.0],[6533.0],[6533.0],[6533.0],,['tonnes'],['tonnes'],['tonnes'],['tonnes'],['tonnes'],,['Scope 1'],['Scope 1'],['Scope 1 emissions'],['Carbon Emissions (Scope 1)'],['Scope 1'],
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2013,2lb,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2014,2lb,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2015,2lb,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2016,2lb,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2017,2lb,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2018,2lb,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2019,2lb,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2020,2lb,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2021,2lb,50,27038.0,tonnes,t,Scope 2,[27038.0],[27038.0],,,,,['tonnes'],['tonnes'],,,,,['Scope 2'],['Scope 2'],,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2022,2lb,50,25610.0,tonnes,t,Scope 2,[25610.0],[25610.0],,,,,['tonnes'],['tonnes'],,,,,['Scope 2'],['Scope 2'],,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2013,2mb,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2014,2mb,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2015,2mb,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2016,2mb,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2017,2mb,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2018,2mb,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2019,2mb,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2020,2mb,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2021,2mb,,,,,,,,[27038.0],[27038.0],[27038.0],,,,['tonnes'],['tonnes'],['tonnes'],,,,['Scope 2 emissions'],['Carbon Emissions (Scope 2)'],['Scope 2'],
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2022,2mb,,,,,,,,[25610.0],[25610.0],[25610.0],,,,['tonnes'],['tonnes'],['tonnes'],,,,['Scope 2 emissions'],['Carbon Emissions (Scope 2)'],['Scope 2'],
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2013,3,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2014,3,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2015,3,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2016,3,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2017,3,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2018,3,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2019,3,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2020,3,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2021,3,,,,,,,,,,,,,,,,,,,,,,,
healius ltd_2022_report,partial,"['1', '2lb']","['2021', '2022']",2022,3,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2013,1,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2014,1,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2015,1,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2016,1,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2017,1,95,177.0,kilotonnes of CO2-equivalent,kt CO2e,Direct co2 emissions/Direct CO2e emissions,[177.0],[177.0],[177.0],[177.0],[177.0],[177.0],['kilotonnes of CO2-equivalent'],['kilotonnes of CO2-equivalent'],['kilotonnes of CO₂-equivalent'],['kilotonnes of CO₂-equivalent'],['kilotonnes of CO₂-equivalent'],['kilotonnes of CO₂-equivalent'],['Direct CO2e emissions'],['Direct CO2e emissions'],['Direct CO₂ emissions'],['Direct CO₂ emissions'],['Direct CO₂e emissions'],['Direct CO₂e emissions']
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2018,1,95,170.0,kilotonnes of CO2-equivalent,kt CO2e,Direct co2 emissions/Direct CO2e emissions,[170.0],[170.0],[170.0],[170.0],[170.0],[170.0],['kilotonnes of CO2-equivalent'],['kilotonnes of CO2-equivalent'],['kilotonnes of CO₂-equivalent'],['kilotonnes of CO₂-equivalent'],['kilotonnes of CO₂-equivalent'],['kilotonnes of CO₂-equivalent'],['Direct CO2e emissions'],['Direct CO2e emissions'],['Direct CO₂ emissions'],['Direct CO₂ emissions'],['Direct CO₂e emissions'],['Direct CO₂e emissions']
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2019,1,95,161.0,kilotonnes of CO2-equivalent,kt CO2e,Direct co2 emissions/Direct CO2e emissions,[161.0],[161.0],[161.0],[161.0],[161.0],[161.0],['kilotonnes of CO2-equivalent'],['kilotonnes of CO2-equivalent'],['kilotonnes of CO₂-equivalent'],['kilotonnes of CO₂-equivalent'],['kilotonnes of CO₂-equivalent'],['kilotonnes of CO₂-equivalent'],['Direct CO2e emissions'],['Direct CO2e emissions'],['Direct CO₂ emissions'],['Direct CO₂ emissions'],['Direct CO₂e emissions'],['Direct CO₂e emissions']
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2020,1,95,144.0,kilotonnes of CO2-equivalent,kt CO2e,Direct co2 emissions/Direct CO2e emissions,[144.0],[144.0],[144.0],[144.0],[144.0],[144.0],['kilotonnes of CO2-equivalent'],['kilotonnes of CO2-equivalent'],['kilotonnes of CO₂-equivalent'],['kilotonnes of CO₂-equivalent'],['kilotonnes of CO₂-equivalent'],['kilotonnes of CO₂-equivalent'],['Direct CO2e emissions'],['Direct CO2e emissions'],['Direct CO₂ emissions'],['Direct CO₂ emissions'],['Direct CO₂e emissions'],['Direct CO₂e emissions']
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2021,1,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2022,1,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2013,2lb,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2014,2lb,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2015,2lb,,,,,,,,,,,,,,,,,,,,,,,
hudbay minerals inc_2020_report,partial,"['1', '2lb']","['2017', '2018', '2019', '2020']",2016,2lb,,,,,,,,,,,,,,,,,,,,,,,
